Category,Food Name,Alternative Name,Calorie (kcal),Modified Calorie (kcal),Water (g),Protein (g),Fat (g),SFA_g (g),Ash (g),Carbs (g),Fibre (g),Sugar (g),Glucose (g),Fructose (g),Galactose (g),Maltose (g),Sucrose (g),Lactose (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Manganese (mg),Vitamin A Total (IU),Vitamin A(RE) (ug),Retinol (ug),α-Carotene (ug),β-Carotene (ug),Vitamin D Total (IU),Vitamin D (ug),Vitamin D2 (ug),Vitamin D3 (ug),Vitamin E Total (mg),Vitamin E(α-TE) (mg),α-Tocopherol (mg),β-Tocopherol (mg),γ-Tocopherol (mg),δ-Tocopherol (mg),Vitamin K1 (ug),Vitamin K2 MK-4 (ug),Vitamin K2 MK-7 (ug),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),Butyric acid (4:0) (mg),Caproic acid (6:0) (mg),Caprylic acid (8:0) (mg),Capric acid (10:0) (mg),Lauric acid (12:0) (mg),Tridecanoic acid (13:0) (mg),Myristic acid (14:0) (mg),Pentadecanoic acid (15:0) (mg),Palmitic acid (16:0) (mg),Heptadecanoic acid (17:0) (mg),Stearic acid (18:0) (mg),Nonadecanoic acid (19:0) (mg),Arachidic acid (20:0) (mg),Behenic acid (22:0) (mg),Lignoceric acid (24:0) (mg),MUFA (mg),Myristoleic acid (14:1) (mg),Palmitoleic acid (16:1) (mg),Oleic acid (18:1) (mg),Gondoic acid (20:1) (mg),Erucic acid (22:1) (mg),PUFA (mg),LA (mg),ALA (mg),Stearidonic acid (18:4) (mg),Arachidonic acid (20:4) (mg),EPA (mg),DPA (mg),DHA (mg),Other FA (mg),P/M/S,Trans Fat (mg),Total AA (mg),Asp (mg),Thr (mg),Ser (mg),Glu (mg),Pro (mg),Gly (mg),Ala (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Arg (mg),Trp (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Protein%,Fat%,Alcohol%
肉類,清腿(肉雞),清腿(肉雞),173,173,71.4,16.6,11.3,3.3,0.8,0.0,0.0,,,,,,,,103.0,256.0,7.0,19.0,1.2,1.9,160.0,,,107.0,32.0,32.0,0.0,0.0,,,,,2.36,0.49,0.31,0.0,1.76,0.29,,,,0.11,0.18,4.43,0.25,0.55,8.6,3.1,3337.0,0.0,0.0,0.0,0.0,11.0,0.0,98.0,7.0,2498.0,10.0,691.0,0.0,9.0,11.0,0.0,5139.0,0.0,620.0,4430.0,57.0,32.0,2852.0,2570.0,202.0,0.0,20.0,7.0,29.0,24.0,,1.00/1.80/1.17,,16895.0,1550.0,727.0,636.0,2689.0,692.0,842.0,992.0,843.0,781.0,469.0,770.0,1343.0,577.0,699.0,1453.0,469.0,1165.0,198.0,92.0,,168.1,0.0,0.395,0.605,0.0
肉類,棒棒腿平均值,棒棒腿平均值,151,151,73.0,18.9,7.8,2.2,0.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,245.0,5.0,20.0,1.0,2.2,150.0,,,85.0,25.0,25.0,,,0.0,0.0,0.0,0.0,2.05,0.49,0.34,0.0,1.47,0.25,0.0,28.8,0.0,0.1,0.18,4.68,0.15,0.65,7.4,2.6,2215.0,0.0,0.0,0.0,0.0,3.0,0.0,63.0,3.0,1691.0,4.0,429.0,0.0,9.0,14.0,0.0,3487.0,1.0,417.0,2980.0,29.0,60.0,2094.0,1897.0,116.0,0.0,17.0,3.0,25.0,37.0,55.0,1.00/1.67/1.06,30.0,13814.0,1290.0,600.0,530.0,2108.0,610.0,714.0,820.0,465.0,660.0,407.0,646.0,1119.0,478.0,586.0,1192.0,396.0,971.0,222.0,66.0,,145.8,0.0,0.5185,0.4815,0.0
肉類,棒棒腿(土雞),棒棒腿(土雞),143,143,73.7,21.0,5.9,1.6,0.9,0.0,,,,,,,,,168.0,251.0,2.0,22.0,0.6,2.2,151.0,,,60.0,18.0,18.0,,,,,,,0.41,0.3,0.29,0.0,0.12,0.0,,,,0.09,0.19,5.0,0.09,0.84,,2.2,1608.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1204.0,0.0,331.0,0.0,8.0,15.0,0.0,2607.0,0.0,327.0,2183.0,20.0,77.0,1677.0,1534.0,76.0,0.0,0.0,0.0,27.0,40.0,,1.04/1.62/1.00,,12988.0,1225.0,563.0,495.0,1942.0,621.0,717.0,795.0,203.0,652.0,400.0,611.0,1046.0,450.0,575.0,1121.0,392.0,949.0,231.0,43.0,,137.1,0.0,0.6127,0.3873,0.0
肉類,棒棒腿(肉雞),棒棒腿(肉雞),159,159,72.4,16.8,9.7,2.9,0.7,0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,238.0,8.0,18.0,1.4,2.1,149.0,,,109.0,33.0,33.0,,,0.0,0.0,0.0,0.0,3.69,0.68,0.38,0.0,2.82,0.49,0.0,28.8,0.0,0.1,0.16,4.36,0.22,0.46,7.4,3.0,2864.0,0.0,0.0,0.0,0.0,8.0,0.0,74.0,7.0,2225.0,9.0,521.0,0.0,9.0,9.0,1.0,4384.0,3.0,498.0,3821.0,39.0,22.0,2449.0,2196.0,163.0,0.0,41.0,7.0,17.0,26.0,69.0,1.00/1.79/1.17,30.0,14640.0,1356.0,637.0,565.0,2274.0,599.0,712.0,844.0,727.0,669.0,414.0,681.0,1191.0,507.0,597.0,1263.0,400.0,993.0,212.0,88.0,,155.7,0.0077,0.4316,0.5607,0.0
肉類,雞排平均值,雞排平均值,183,183,71.0,17.1,12.2,3.7,0.9,0.0,,,,,,,,,86.0,249.0,6.0,21.0,0.9,1.7,156.0,,,106.0,32.0,32.0,,,,,,,0.36,0.27,0.26,0.0,0.11,0.0,,,,0.11,0.21,5.03,0.22,0.87,10.6,2.8,3694.0,0.0,0.0,0.0,0.0,6.0,0.0,108.0,4.0,2762.0,6.0,776.0,0.0,14.0,19.0,0.0,5368.0,0.0,629.0,4612.0,54.0,72.0,3166.0,2899.0,178.0,0.0,9.0,4.0,38.0,40.0,,1.00/1.70/1.17,,14296.0,1353.0,623.0,548.0,2174.0,641.0,774.0,866.0,476.0,696.0,326.0,673.0,1159.0,492.0,617.0,1234.0,423.0,1015.0,205.0,66.0,,178.2,0.0,0.3838,0.6162,0.0
肉類,雞排(土雞),雞排(土雞),158,158,72.6,18.9,8.6,2.5,0.9,0.0,,,,,,,,,97.0,259.0,4.0,23.0,0.8,1.8,152.0,,,93.0,28.0,28.0,,,,,,,0.31,0.24,0.23,0.0,0.08,0.0,,,,0.11,0.21,5.4,0.16,0.96,,2.7,2512.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,1875.0,0.0,529.0,0.0,12.0,19.0,0.0,3681.0,0.0,428.0,3139.0,33.0,81.0,2408.0,2227.0,111.0,0.0,0.0,0.0,28.0,41.0,,1.00/1.53/1.04,,15582.0,1500.0,684.0,594.0,2394.0,754.0,906.0,971.0,233.0,781.0,283.0,753.0,1276.0,545.0,699.0,1364.0,467.0,1156.0,222.0,58.0,,153.0,0.0,0.4941,0.5059,0.0
肉類,雞排(肉雞),雞排(肉雞),208,208,69.4,15.3,15.8,5.0,0.8,0.0,,,,,,,,,76.0,238.0,8.0,18.0,1.0,1.5,160.0,,,119.0,36.0,36.0,,,,,,,0.42,0.3,0.29,0.0,0.13,0.0,,,,0.11,0.21,4.66,0.28,0.78,10.6,2.9,4950.0,0.0,0.0,0.0,0.0,15.0,0.0,137.0,11.0,3708.0,16.0,1037.0,0.0,14.0,13.0,0.0,7136.0,0.0,842.0,6175.0,80.0,39.0,3773.0,3413.0,256.0,0.0,23.0,9.0,45.0,27.0,,1.00/1.89/1.31,,13010.0,1207.0,561.0,501.0,1954.0,527.0,643.0,761.0,718.0,611.0,369.0,593.0,1043.0,439.0,535.0,1104.0,379.0,873.0,189.0,75.0,,203.4,0.0,0.3009,0.6991,0.0
肉類,雞排(肉雞)(2021年取樣),雞排(肉雞)(2021年取樣),251,251,64.2,14.9,20.8,5.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,334.0,9.0,27.0,0.7,1.8,176.0,0.05,0.019,171.0,51.0,51.0,,0.0,0.0,0.0,0.0,0.0,1.18,0.87,0.83,0.01,0.32,0.01,0.0,45.62,0.0,0.04,0.15,4.34,0.27,0.57,5.4,0.0,5772.0,0.0,0.0,0.0,0.0,8.0,0.0,118.0,16.0,4404.0,28.0,1167.0,0.0,20.0,8.0,3.0,7923.0,22.0,642.0,7204.0,55.0,0.0,6990.0,6179.0,664.0,0.0,92.0,12.0,19.0,23.0,102.0,1.21/1.37/1.00,102.0,13731.0,1289.0,589.0,544.0,2266.0,530.0,704.0,877.0,160.0,720.0,300.0,677.0,1224.0,484.0,585.0,1274.0,413.0,940.0,156.0,80.0,,246.8,0.0,0.2415,0.7585,0.0
肉類,去皮去骨雞腿(肉雞),去皮去骨雞腿(肉雞),165,165,73.4,19.8,8.9,2.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,298.0,6.0,25.0,0.8,1.8,184.0,0.046,0.013,133.0,40.0,40.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.69,0.66,0.01,0.31,0.03,0.0,62.46,0.0,0.13,0.0,4.33,0.17,0.75,0.0,2.5,2350.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,1778.0,14.0,500.0,0.0,8.0,3.0,4.0,3425.0,0.0,282.0,3143.0,0.0,0.0,3012.0,2627.0,229.0,0.0,104.0,8.0,24.0,21.0,92.0,1.28/1.46/1.00,33.0,16665.0,1639.0,750.0,699.0,2708.0,697.0,848.0,1036.0,207.0,844.0,320.0,789.0,1428.0,569.0,688.0,1569.0,511.0,1180.0,183.0,116.0,,159.3,0.0,0.4972,0.5028,0.0
肉類,二節翅平均值,二節翅平均值,226,226,66.1,18.1,16.4,4.4,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,126.0,8.0,12.0,0.6,1.6,101.0,,,164.0,49.0,49.0,,,0.0,0.0,0.0,0.0,0.49,0.34,0.32,0.0,0.16,0.0,0.0,37.43,0.0,0.05,0.09,3.4,0.16,0.57,10.8,1.5,4446.0,0.0,0.0,0.0,0.0,2.0,0.0,143.0,8.0,3349.0,33.0,897.0,0.0,7.0,6.0,1.0,7011.0,3.0,897.0,6039.0,59.0,12.0,4988.0,4394.0,311.0,0.0,104.0,46.0,58.0,74.0,102.0,1.12/1.58/1.00,31.0,17023.0,1481.0,672.0,642.0,2488.0,1139.0,1618.0,1168.0,392.0,736.0,418.0,674.0,1225.0,502.0,696.0,1274.0,419.0,1317.0,161.0,115.0,,220.0,0.0,0.3291,0.6709,0.0
肉類,二節翅(土雞),二節翅(土雞),228,228,66.8,19.8,15.9,4.1,0.5,0.0,,,,,,,,,68.0,104.0,6.0,11.0,0.5,1.5,88.0,,,143.0,43.0,43.0,,,,,,,0.55,0.42,0.4,0.0,0.15,0.0,,,,0.04,0.08,3.1,0.08,0.76,,0.4,4137.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3180.0,33.0,784.0,0.0,0.0,0.0,0.0,6923.0,0.0,1078.0,5788.0,57.0,0.0,4867.0,4245.0,219.0,0.0,153.0,76.0,68.0,105.0,,1.18/1.67/1.00,,18501.0,1584.0,710.0,693.0,2676.0,1366.0,1966.0,1307.0,265.0,783.0,442.0,703.0,1293.0,528.0,740.0,1340.0,437.0,1496.0,172.0,120.0,,222.3,0.0,0.3563,0.6437,0.0
肉類,二節翅(肉雞),二節翅(肉雞),223,223,65.4,16.4,17.0,4.8,0.6,0.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,149.0,10.0,14.0,0.8,1.6,114.0,,,184.0,55.0,55.0,,,0.0,0.0,0.0,0.0,0.43,0.27,0.25,0.01,0.18,0.0,0.0,37.43,0.0,0.05,0.09,3.7,0.25,0.39,10.8,2.7,4766.0,0.0,0.0,0.0,0.0,4.0,0.0,146.0,17.0,3522.0,32.0,1016.0,0.0,14.0,12.0,1.0,7089.0,6.0,702.0,6295.0,60.0,25.0,5106.0,4543.0,408.0,0.0,52.0,14.0,47.0,41.0,105.0,1.07/1.49/1.00,31.0,15545.0,1379.0,633.0,591.0,2301.0,913.0,1271.0,1029.0,518.0,688.0,395.0,645.0,1157.0,475.0,652.0,1209.0,402.0,1137.0,149.0,110.0,,221.0,0.0109,0.2968,0.6923,0.0
肉類,三節翅平均值,三節翅平均值,210,210,67.8,18.3,14.6,4.1,0.6,0.0,,,,,,,,,75.0,178.0,8.0,15.0,0.5,1.5,117.0,,,141.0,42.0,42.0,,,,,,,0.44,0.32,0.3,0.0,0.14,0.0,,,,0.06,0.09,4.5,0.22,0.58,9.4,1.7,4085.0,0.0,0.0,0.0,0.0,4.0,0.0,123.0,6.0,3111.0,10.0,794.0,0.0,15.0,23.0,0.0,6562.0,0.0,772.0,5657.0,58.0,75.0,4007.0,3648.0,226.0,0.0,13.0,6.0,54.0,59.0,,1.00/1.64/1.02,,16095.0,1481.0,680.0,601.0,2465.0,769.0,980.0,1005.0,380.0,778.0,441.0,752.0,1292.0,542.0,729.0,1372.0,476.0,1173.0,180.0,102.0,,204.6,0.0,0.3578,0.6422,0.0
肉類,三節翅(土雞),三節翅(土雞),198,198,69.2,19.0,13.0,3.4,0.6,0.0,,,,,,,,,66.0,174.0,5.0,15.0,0.4,1.4,102.0,,,100.0,30.0,30.0,,,,,,,0.48,0.36,0.35,0.0,0.13,0.0,,,,0.05,0.08,4.5,0.24,0.85,,1.1,3440.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,2626.0,0.0,660.0,0.0,17.0,30.0,0.0,5846.0,0.0,745.0,4953.0,42.0,107.0,3735.0,3432.0,179.0,0.0,0.0,0.0,56.0,68.0,,1.09/1.70/1.00,,15613.0,1451.0,665.0,581.0,2434.0,744.0,903.0,972.0,183.0,772.0,439.0,750.0,1272.0,536.0,722.0,1355.0,476.0,1175.0,183.0,103.0,,193.0,0.0,0.3938,0.6062,0.0
肉類,三節翅(肉雞),三節翅(肉雞),222,222,66.4,17.7,16.3,4.8,0.6,0.0,,,,,,,,,85.0,181.0,11.0,16.0,0.7,1.6,132.0,,,182.0,55.0,55.0,,,,,,,0.4,0.27,0.25,0.01,0.14,0.0,,,,0.07,0.09,4.5,0.21,0.31,9.4,2.3,4777.0,0.0,0.0,0.0,0.0,8.0,0.0,140.0,12.0,3630.0,23.0,938.0,0.0,13.0,13.0,0.0,7274.0,0.0,784.0,6380.0,76.0,33.0,4234.0,3816.0,279.0,0.0,28.0,14.0,50.0,47.0,,1.00/1.72/1.13,,16576.0,1511.0,696.0,621.0,2495.0,793.0,1057.0,1038.0,577.0,785.0,442.0,753.0,1311.0,548.0,736.0,1388.0,476.0,1171.0,176.0,101.0,,217.5,0.0,0.3255,0.6745,0.0
肉類,三節翅(肉雞)(2025年取樣),三節翅(肉雞)(2025年取樣),177,177,69.1,18.9,10.6,2.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,249.0,13.0,22.0,0.7,1.4,149.0,0.026,0.014,77.0,21.0,20.0,,6.0,0.0,0.0,,0.0,0.41,0.28,0.27,0.0,0.14,0.0,0.0,52.48,0.0,0.07,0.12,6.06,0.41,0.47,0.0,0.0,2599.0,0.0,0.0,0.0,0.0,6.0,0.0,44.0,6.0,1949.0,12.0,569.0,0.0,10.0,3.0,0.0,3958.0,10.0,395.0,3524.0,29.0,0.0,3959.0,3450.0,363.0,0.0,97.0,13.0,20.0,16.0,105.0,1.52/1.52/1.00,0.0,16872.0,1596.0,765.0,653.0,2682.0,786.0,957.0,1077.0,175.0,865.0,441.0,821.0,1492.0,578.0,673.0,1484.0,523.0,1146.0,158.0,104.0,,173.4,0.0138,0.436,0.5502,0.0
肉類,翅腿(肉雞),翅腿(肉雞),210,210,65.8,17.8,14.8,4.0,0.6,1.0,,,,,,,,,70.0,205.0,7.0,18.0,0.7,2.1,148.0,,,180.0,54.0,54.0,,,,,,,0.41,0.22,0.19,0.01,0.2,0.01,,,,0.1,0.11,5.04,0.3,0.33,8.2,2.6,3985.0,0.0,0.0,0.0,0.0,22.0,0.0,112.0,13.0,3066.0,20.0,752.0,0.0,0.0,0.0,0.0,6876.0,0.0,785.0,6018.0,73.0,0.0,3989.0,3544.0,244.0,0.0,65.0,27.0,54.0,55.0,,1.00/1.73/1.00,,19665.0,1788.0,839.0,747.0,2899.0,828.0,1140.0,1197.0,1011.0,916.0,519.0,890.0,1586.0,669.0,866.0,1676.0,577.0,1306.0,210.0,98.0,,208.4,0.0192,0.3417,0.6392,0.0
肉類,雞絞肉,雞絞肉,131,131,71.3,27.4,1.6,0.6,1.1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,38.0,325.0,5.0,30.0,0.5,0.8,207.0,,,29.0,9.0,9.0,,,,,,,0.37,0.3,0.29,0.0,0.07,0.0,,,,0.22,0.23,9.95,0.19,0.27,6.1,0.3,553.0,0.0,0.0,0.0,3.0,1.0,0.0,15.0,3.0,341.0,6.0,178.0,0.0,3.0,2.0,0.0,612.0,0.0,38.0,566.0,9.0,0.0,380.0,290.0,15.0,0.0,48.0,0.0,11.0,17.0,17.0,1.00/1.61/1.46,,22252.0,2151.0,1042.0,875.0,3541.0,809.0,974.0,1381.0,282.0,1147.0,593.0,1092.0,1920.0,777.0,1165.0,2047.0,998.0,1455.0,0.0,46.0,,124.0,0.0,0.8839,0.1161,0.0
肉類,雞心(肉雞),雞心(肉雞),190,190,71.0,13.3,14.8,4.4,0.9,0.1,,,,,,,,,87.0,212.0,4.0,15.0,4.4,2.1,115.0,,,190.0,57.0,57.0,,,,,,,0.24,0.15,0.14,0.0,0.11,0.0,,,,0.18,1.46,4.41,0.14,0.4,16.2,2.9,4415.0,0.0,0.0,0.0,0.0,9.0,0.0,107.0,10.0,3340.0,10.0,919.0,0.0,7.0,14.0,0.0,7397.0,0.0,846.0,6421.0,83.0,47.0,2950.0,2716.0,147.0,0.0,65.0,0.0,10.0,13.0,,1.00/2.51/1.50,,11100.0,1054.0,512.0,462.0,1705.0,501.0,616.0,677.0,435.0,575.0,293.0,511.0,1010.0,428.0,508.0,926.0,165.0,597.0,125.0,150.0,,186.8,0.0021,0.2848,0.7131,0.0
肉類,雞心(肉雞)(2021年取樣),雞心(肉雞)(2021年取樣),204,204,67.8,14.4,15.8,4.4,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,211.0,6.0,15.0,4.3,2.0,159.0,0.247,0.047,39.0,8.0,6.0,,11.0,0.0,0.0,0.0,0.0,0.45,0.36,0.35,0.0,0.1,0.0,0.0,64.09,0.0,0.09,0.77,4.84,0.17,1.31,26.0,4.3,4367.0,0.0,0.0,0.0,0.0,6.0,0.0,85.0,13.0,3196.0,24.0,1005.0,0.0,20.0,13.0,6.0,6212.0,16.0,535.0,5617.0,45.0,0.0,5112.0,4515.0,454.0,0.0,82.0,10.0,33.0,17.0,134.0,1.17/1.42/1.00,57.0,10564.0,1002.0,465.0,444.0,1584.0,474.0,623.0,695.0,134.0,582.0,207.0,482.0,997.0,412.0,498.0,878.0,272.0,722.0,92.0,73.0,,204.6,0.0235,0.2815,0.695,0.0
肉類,雞尾椎,雞尾椎,452,452,44.7,9.0,45.9,13.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,87.0,7.0,7.0,0.5,0.8,76.0,0.024,0.01,509.0,153.0,153.0,,0.0,0.0,0.0,0.0,0.0,2.01,1.56,1.51,0.01,0.46,0.03,0.0,108.26,0.0,0.06,0.05,1.59,0.06,1.19,5.0,2.4,13024.0,0.0,19.0,0.0,81.0,135.0,7.0,477.0,42.0,9917.0,73.0,2212.0,0.0,56.0,0.0,5.0,19904.0,64.0,1949.0,17812.0,78.0,0.0,12859.0,11537.0,1087.0,0.0,184.0,13.0,20.0,19.0,118.0,1.00/1.55/1.01,124.0,8731.0,764.0,337.0,367.0,1230.0,621.0,957.0,617.0,129.0,413.0,143.0,340.0,657.0,272.0,351.0,609.0,191.0,674.0,59.0,124.0,,449.5,0.0009,0.0801,0.919,0.0
肉類,雞肝(肉雞),雞肝(肉雞),111,111,73.9,18.8,3.5,1.5,1.2,2.7,,,,,,,,,93.0,278.0,4.0,18.0,3.0,3.7,170.0,,,133814.0,40145.0,40145.0,,,,,,,0.69,0.54,0.52,0.01,0.17,0.0,,,,0.4,2.37,7.9,0.18,29.78,708.5,16.8,1489.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,863.0,0.0,612.0,0.0,0.0,0.0,0.0,767.0,0.0,47.0,711.0,9.0,0.0,1186.0,590.0,17.0,3.0,351.0,19.0,33.0,173.0,,1.55/1.00/1.94,,14765.0,1380.0,714.0,707.0,2033.0,707.0,780.0,948.0,222.0,837.0,382.0,673.0,1364.0,526.0,724.0,1155.0,415.0,1054.0,144.0,343.0,,117.5,0.0919,0.64,0.2681,0.0
肉類,雞胗(肉雞),雞胗(肉雞),89,89,80.4,16.6,2.0,0.6,0.6,0.3,,,,,,,,,57.0,187.0,7.0,13.0,2.2,2.6,85.0,,,40.0,12.0,12.0,,,,,,,0.39,0.27,0.26,0.0,0.13,0.01,,,,0.04,0.22,2.96,0.01,0.65,8.4,3.1,647.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,2.0,466.0,3.0,149.0,2.0,1.0,0.0,0.0,698.0,0.0,90.0,603.0,4.0,0.0,647.0,415.0,21.0,1.0,144.0,13.0,19.0,35.0,,1.00/1.08/1.00,,16297.0,1396.0,641.0,630.0,2439.0,1006.0,1442.0,1030.0,852.0,699.0,404.0,627.0,1185.0,509.0,605.0,1115.0,338.0,1251.0,129.0,204.0,,85.6,0.014,0.7757,0.2103,0.0
肉類,雞胸骨湯,雞胸骨湯,9,9,97.9,1.5,0.3,0.1,0.2,0.2,,,,,,,,,24.0,46.0,2.0,1.0,0.1,0.1,14.0,,,4.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,0.03,1.15,0.04,0.26,4.2,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,62.0,0.0,17.0,0.0,0.0,0.0,0.0,124.0,0.0,12.0,112.0,1.0,0.0,74.0,70.0,4.0,0.0,1.0,0.0,0.0,0.0,,1.00/1.67/1.09,,1159.0,83.0,33.0,37.0,180.0,118.0,214.0,109.0,37.0,34.0,16.0,25.0,55.0,15.0,27.0,62.0,27.0,86.0,0.0,3.0,,9.5,0.0842,0.6316,0.2842,0.0
肉類,雞睪丸,雞睪丸,71,71,85.2,10.6,2.8,1.2,1.1,0.2,,0.0,0.0,0.0,,0.0,0.0,0.0,90.0,276.0,8.0,20.0,0.9,1.2,249.0,,,78.0,23.0,23.0,,,,,,,0.19,0.13,0.13,0.0,0.06,0.0,,,,0.16,0.41,4.55,0.07,5.38,13.8,4.4,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,636.0,7.0,442.0,0.0,17.0,12.0,68.0,909.0,0.0,50.0,829.0,30.0,0.0,664.0,366.0,14.0,0.0,264.0,4.0,11.0,4.0,47.0,1.00/1.37/1.82,,9348.0,826.0,401.0,382.0,1431.0,403.0,510.0,528.0,211.0,508.0,237.0,415.0,799.0,364.0,420.0,720.0,258.0,645.0,290.0,578.0,,68.4,0.0117,0.6199,0.3684,0.0
肉類,雞腳(肉雞),雞腳(肉雞),209,209,64.2,20.7,13.3,2.9,0.5,1.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,64.0,24.0,7.0,0.8,1.0,48.0,,,154.0,46.0,46.0,,,0.0,0.0,0.0,0.0,0.67,0.44,0.41,0.01,0.23,0.03,0.0,49.24,0.0,0.02,0.08,1.01,0.04,0.71,16.0,1.7,2874.0,0.0,0.0,0.0,0.0,8.0,0.0,101.0,17.0,2259.0,19.0,452.0,9.0,5.0,2.0,1.0,6865.0,11.0,1250.0,5549.0,53.0,2.0,3568.0,3110.0,259.0,4.0,89.0,29.0,35.0,43.0,117.0,1.24/2.39/1.00,36.0,16598.0,1204.0,474.0,539.0,2031.0,1968.0,3178.0,1459.0,378.0,531.0,267.0,411.0,830.0,290.0,505.0,821.0,219.0,1451.0,44.0,121.0,,207.3,0.0232,0.3994,0.5774,0.0
肉類,雞膝軟骨(肉雞),雞膝軟骨(肉雞),107,107,75.5,20.4,2.2,0.7,1.4,0.5,,0.0,0.0,0.0,,0.0,0.0,0.0,197.0,215.0,21.0,18.0,0.3,0.3,122.0,,,18.0,5.0,5.0,,,,,,,0.29,0.22,0.22,0.0,0.07,0.0,,,,0.08,0.1,2.37,0.25,0.4,4.8,0.8,692.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,489.0,0.0,173.0,0.0,0.0,10.0,0.0,1016.0,0.0,108.0,908.0,0.0,0.0,497.0,437.0,30.0,0.0,30.0,0.0,0.0,0.0,10.0,1.00/2.04/1.39,,17230.0,1565.0,767.0,660.0,2687.0,1136.0,1767.0,1252.0,81.0,770.0,349.0,818.0,1437.0,430.0,545.0,1304.0,410.0,1210.0,44.0,49.0,,103.4,0.0193,0.7892,0.1915,0.0
肉類,雞皮(肉雞),雞皮(肉雞),442,442,46.2,11.7,43.4,11.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,146.0,4.0,9.0,0.6,0.6,101.0,0.016,0.009,658.0,197.0,197.0,,0.0,0.0,0.0,0.0,0.0,1.41,1.04,1.0,0.01,0.37,0.03,0.0,241.88,0.0,0.04,0.0,1.97,0.0,0.65,0.0,1.4,11242.0,0.0,0.0,0.0,0.0,16.0,0.0,213.0,30.0,8788.0,50.0,2095.0,0.0,34.0,11.0,4.0,17190.0,35.0,1333.0,15731.0,91.0,0.0,14894.0,13281.0,1345.0,0.0,173.0,29.0,42.0,24.0,121.0,1.32/1.53/1.00,155.0,9053.0,726.0,291.0,345.0,1176.0,933.0,1553.0,775.0,82.0,353.0,78.0,249.0,509.0,180.0,298.0,528.0,189.0,754.0,33.0,136.0,,437.4,0.0,0.107,0.893,0.0
肉類,太空鴨,太空鴨,319,319,57.3,16.0,27.8,9.1,0.7,0.0,,,,,,,,,41.0,240.0,10.0,17.0,2.9,2.7,156.0,,,84.0,25.0,25.0,,,,,,,0.2,0.16,0.16,0.0,0.04,0.0,,,,0.25,0.29,3.48,0.33,0.64,5.0,2.2,9124.0,0.0,0.0,0.0,8.0,13.0,0.0,165.0,16.0,6943.0,34.0,1913.0,0.0,31.0,0.0,0.0,13278.0,0.0,742.0,12338.0,174.0,24.0,5428.0,5138.0,179.0,0.0,80.0,0.0,31.0,0.0,,1.00/2.45/1.68,,14007.0,1233.0,584.0,539.0,2025.0,655.0,904.0,897.0,798.0,633.0,355.0,608.0,1121.0,482.0,585.0,1163.0,354.0,934.0,136.0,91.0,,314.2,0.0,0.2037,0.7963,0.0
